Frequency(Hz);Return Loss(dB);Phase(deg);Rs;SWR;Xs;|Z|;Theta
1185204800;-2,57;111,29;10,7;6,82;33,1;34,8;72,2
1188165312;-2,57;107,83;11,1;6,82;35,3;37,0;72,5
1191125824;-2,62;104,75;11,8;6,68;37,2;39,0;72,4
1194086336;-2,62;101,52;12,3;6,68;39,3;41,2;72,6
1197046848;-2,67;98,22;13,1;6,55;41,6;43,6;72,5
1200007360;-2,67;95,02;13,8;6,56;43,9;46,0;72,6
1202967872;-2,73;91,71;14,8;6,42;46,3;48,6;72,3
1205928384;-2,68;88,66;15,3;6,53;48,8;51,1;72,6
1208888896;-2,76;85,79;16,5;6,35;51,0;53,6;72,1
1211849408;-2,74;82,92;17,3;6,39;53,5;56,3;72,1
1214809920;-2,75;79,46;18,6;6,37;56,7;59,6;71,9
1217770432;-2,76;76,71;19,7;6,34;59,3;62,4;71,6
1220730944;-2,68;73,56;20,5;6,53;62,7;66,0;71,9
1223691456;-2,72;70,83;22,1;6,43;65,5;69,1;71,4
1226651968;-2,72;67,58;23,9;6,43;69,2;73,2;71,0
1229612480;-2,75;64,42;26,0;6,36;72,9;77,4;70,3
1232572992;-2,79;61,51;28,4;6,27;76,4;81,5;69,6
1235533504;-2,81;58,75;30,8;6,24;80,0;85,8;69,0
1238494016;-2,79;55,61;33,5;6,29;84,7;91,1;68,4
1241454528;-2,84;52,52;37,3;6,18;89,1;96,6;67,3
1244415040;-2,85;49,55;41,2;6,15;93,8;102,5;66,3
1247375552;-2,84;46,63;45,3;6,17;99,0;108,8;65,4
1250336064;-2,91;43,70;51,1;6,03;103,5;115,5;63,7
1253296576;-2,91;40,73;57,2;6,02;109,1;123,2;62,4
1256257088;-3,00;37,68;65,5;5,86;113,8;131,3;60,1
1259217600;-3,01;34,48;74,8;5,83;119,8;141,2;58,0
1262178112;-3,08;31,48;86,0;5,69;123,8;150,8;55,2
1265138624;-3,11;28,22;99,6;5,64;128,7;162,7;52,3
1268099136;-3,14;25,45;113,2;5,60;131,9;173,8;49,4
1271059648;-3,18;22,01;133,1;5,52;133,3;188,3;45,0
1274020160;-3,26;19,10;152,0;5,39;129,5;199,7;40,4
1276980672;-3,30;15,59;177,2;5,33;122,5;215,4;34,7
1279941184;-3,35;12,45;200,0;5,24;108,9;227,7;28,6
1282901696;-3,39;9,24;221,9;5,18;88,9;239,0;21,8
1285862208;-3,44;6,14;238,5;5,11;62,8;246,6;14,7
1288822720;-3,48;2,67;249,6;5,06;28,3;251,2;6,5
1291783232;-3,51;-0,61;250,9;5,02;-6,4;251,0;-1,5
1294743744;-3,51;-3,81;244,6;5,02;-39,2;247,7;-9,1
1297704256;-3,52;-6,77;230,8;5,00;-65,3;239,9;-15,8
1300664768;-3,57;-10,28;207,9;4,94;-87,9;225,7;-22,9
1303625280;-3,55;-13,50;187,1;4,96;-104,0;214,1;-29,1
1306585792;-3,62;-16,58;165,4;4,87;-110,0;198,7;-33,6
1309546304;-3,62;-19,52;147,3;4,87;-114,8;186,7;-37,9
1312506816;-3,64;-22,85;128,7;4,84;-115,8;173,2;-42,0
1315467328;-3,66;-26,00;113,4;4,81;-114,5;161,1;-45,3
1318427840;-3,72;-29,07;100,7;4,74;-110,9;149,8;-47,8
1321388352;-3,71;-32,30;89,0;4,75;-108,0;139,9;-50,5
1324348864;-3,77;-35,40;79,8;4,68;-103,3;130,5;-52,3
1327309376;-3,85;-38,39;72,4;4,59;-98,3;122,1;-53,6
1330269888;-3,83;-41,42;65,3;4,61;-94,8;115,1;-55,5
1333230400;-3,91;-44,67;59,4;4,52;-89,8;107,6;-56,5
1336190912;-3,93;-47,76;54,2;4,50;-85,7;101,4;-57,7
1339151424;-4,00;-50,68;50,2;4,42;-81,6;95,8;-58,4
1342111936;-4,03;-53,85;46,3;4,39;-77,7;90,4;-59,2
1345072448;-4,12;-56,82;43,4;4,30;-73,8;85,6;-59,6
1348032960;-4,13;-59,85;40,3;4,29;-70,5;81,2;-60,3
1350993472;-4,10;-63,24;36,9;4,31;-67,3;76,8;-61,2
1353953984;-4,11;-66,15;34,6;4,31;-64,4;73,1;-61,8
1356914496;-4,13;-69,40;32,3;4,29;-61,3;69,3;-62,2
1359875008;-4,10;-72,66;30,0;4,32;-58,5;65,8;-62,9
1362835520;-4,07;-76,09;27,9;4,34;-55,7;62,3;-63,4
1365796032;-4,05;-79,12;26,2;4,36;-53,2;59,4;-63,8
1368756544;-4,08;-81,97;25,1;4,33;-50,9;56,7;-63,8
1371717056;-4,01;-85,53;23,2;4,41;-48,4;53,6;-64,4
1374677568;-3,93;-88,84;21,6;4,49;-46,1;50,9;-64,9
1377638080;-3,86;-92,01;20,2;4,57;-44,0;48,4;-65,3
1380598592;-3,83;-94,91;19,2;4,61;-42,1;46,2;-65,4
1383559104;-3,78;-98,26;18,1;4,67;-39,9;43,8;-65,6
1386519616;-3,64;-101,27;16,8;4,84;-38,2;41,7;-66,2
1389480128;-3,63;-104,54;16,0;4,86;-36,1;39,5;-66,1
1392440640;-3,53;-107,43;15,1;4,99;-34,5;37,6;-66,4
1395401152;-3,55;-110,54;14,6;4,96;-32,6;35,7;-65,8
1398361664;-3,48;-113,61;13,9;5,06;-30,9;33,9;-65,8
1401322176;-3,41;-116,74;13,2;5,16;-29,2;32,1;-65,7
1404282688;-3,31;-120,05;12,4;5,31;-27,5;30,2;-65,7
1407243200;-3,31;-122,94;12,1;5,31;-25,9;28,6;-65,0
1410203712;-3,20;-126,11;11,4;5,49;-24,4;26,9;-65,0
1413164224;-3,11;-129,39;10,8;5,64;-22,7;25,2;-64,7
1416124736;-3,14;-132,49;10,6;5,60;-21,2;23,7;-63,4
1419085248;-3,07;-135,87;10,1;5,72;-19,5;22,0;-62,6
1422045760;-3,02;-138,79;9,8;5,82;-18,2;20,6;-61,7
1425006272;-3,01;-141,99;9,5;5,84;-16,7;19,2;-60,2
1427966784;-3,00;-145,23;9,4;5,85;-15,2;17,8;-58,3
1430927296;-2,93;-148,28;9,0;5,98;-13,8;16,5;-56,8
1433887808;-2,89;-151,66;8,7;6,07;-12,3;15,1;-54,5
1436848320;-2,93;-154,58;8,8;5,99;-10,9;14,0;-51,3
1439808832;-2,86;-158,22;8,4;6,14;-9,4;12,6;-47,9
1442769344;-2,78;-161,61;8,1;6,30;-7,9;11,3;-44,1
1445729856;-2,78;-164,88;8,1;6,31;-6,5;10,3;-38,7
1448690368;-2,75;-167,81;7,9;6,37;-5,2;9,5;-33,3
1451650880;-2,81;-171,45;8,1;6,24;-3,6;8,8;-24,3
1454611392;-2,80;-174,44;8,0;6,27;-2,4;8,3;-16,5
1457571904;-2,77;-177,94;7,9;6,32;-0,9;8,0;-6,3
1460532416;-2,74;179,11;7,8;6,40;0,4;7,8;2,8
1463492928;-2,71;176,04;7,7;6,47;1,7;7,9;12,3
1466453440;-2,68;172,82;7,7;6,54;3,1;8,3;21,8
1469413952;-2,63;169,58;7,6;6,65;4,5;8,8;30,4
1472374464;-2,65;167,01;7,7;6,60;5,6;9,5;35,9
1475334976;-2,62;163,41;7,7;6,67;7,1;10,5;42,9
1478295488;-2,65;160,24;7,8;6,60;8,5;11,5;47,5
1481256000;-2,64;157,79;7,8;6,63;9,6;12,4;50,7
1484216512;-2,61;154,21;7,8;6,70;11,2;13,7;55,0
1487177024;-2,54;151,39;7,7;6,89;12,5;14,7;58,2
1490137536;-2,57;148,41;7,9;6,80;13,8;15,9;60,2
1493098048;-2,63;145,60;8,2;6,66;15,1;17,2;61,5
1496058560;-2,65;142,29;8,4;6,60;16,6;18,7;63,1
1499019072;-2,60;139,70;8,4;6,73;17,9;19,8;64,8
1501979584;-2,66;136,87;8,8;6,57;19,2;21,1;65,5
1504940096;-2,65;134,10;8,9;6,61;20,6;22,4;66,7
1507900608;-2,70;130,67;9,3;6,49;22,3;24,2;67,4
1510861120;-2,72;128,37;9,5;6,44;23,5;25,3;67,9
1513821632;-2,72;125,25;9,8;6,44;25,1;26,9;68,7
1516782144;-2,76;122,38;10,2;6,35;26,6;28,5;69,1
1519742656;-2,74;119,26;10,4;6,39;28,3;30,2;69,8
1522703168;-2,60;122,38;9,6;6,73;26,7;28,4;70,2
1525663680;-11,97;70,77;52,2;1,67;26,5;58,5;26,9
1528624192;-24,60;70,02;51,7;1,13;5,7;52,0;6,3
1531584704;-2,86;109,01;12,1;6,13;34,2;36,3;70,5
1534545216;-2,88;106,31;12,6;6,09;35,9;38,1;70,6
1537505728;-2,88;103,66;13,1;6,09;37,6;39,8;70,8
1540466240;-2,89;101,13;13,5;6,08;39,3;41,6;71,0
1543426752;-2,90;98,27;14,2;6,05;41,2;43,6;71,0
1546387264;-2,93;95,84;14,8;5,99;42,9;45,4;70,9
1549347776;-2,97;93,05;15,7;5,91;44,9;47,6;70,8
1552308288;-2,98;90,21;16,4;5,90;47,0;49,8;70,7
1555268800;-2,99;87,26;17,4;5,86;49,3;52,3;70,6
1558229312;-3,04;84,34;18,5;5,77;51,7;54,9;70,3
1561189824;-3,04;81,42;19,6;5,76;54,2;57,6;70,1
1564150336;-3,07;78,33;21,0;5,72;56,9;60,6;69,8
1567110848;-3,11;75,42;22,5;5,65;59,5;63,6;69,3
1570071360;-3,10;72,26;24,0;5,67;62,7;67,1;69,1
1573031872;-3,11;69,13;25,8;5,64;65,9;70,8;68,6
1575992384;-3,11;65,81;27,9;5,64;69,6;75,0;68,1
1578952896;-3,11;62,70;30,1;5,65;73,3;79,3;67,7
1581913408;-3,11;59,40;32,9;5,64;77,4;84,1;66,9
1584873920;-3,09;56,39;35,6;5,68;81,6;89,0;66,4
1587834432;-3,08;52,99;39,2;5,70;86,5;95,0;65,6
1590794944;-3,03;49,75;42,8;5,80;91,9;101,4;65,0
1593755456;-3,01;46,53;47,4;5,83;97,4;108,3;64,1
1596715968;-2,98;43,25;52,8;5,89;103,5;116,2;63,0
1599676480;-2,93;40,15;58,7;5,98;109,9;124,6;61,9
1602636992;-2,88;36,91;65,9;6,10;117,4;134,7;60,7
1605597504;-2,85;33,78;74,8;6,16;124,7;145,4;59,0
1608558016;-2,79;30,66;85,2;6,28;132,9;157,9;57,3
1611518528;-2,77;27,50;98,7;6,33;140,5;171,7;54,9
1614479040;-2,72;24,31;115,3;6,43;148,9;188,3;52,3
1617439552;-2,68;21,15;135,9;6,54;156,6;207,3;49,0
1620400064;-2,65;18,05;161,2;6,60;161,1;227,9;45,0
1623360576;-2,63;14,83;193,4;6,67;161,2;251,8;39,8
1626321088;-2,60;11,60;231,8;6,73;153,5;278,0;33,5
1629281600;-2,59;8,34;273,3;6,76;130,9;303,1;25,6
1632242112;-2,58;4,99;312,8;6,79;90,5;325,6;16,1
1635202624;-2,55;1,53;340,5;6,87;30,6;341,9;5,1
1638163136;-2,53;-1,93;341,4;6,92;-38,9;343,6;-6,5
1641123648;-2,51;-5,49;314,2;6,97;-102,6;330,5;-18,1
1644084160;-2,49;-9,01;270,3;7,02;-145,5;307,0;-28,3
1647044672;-2,47;-12,63;222,1;7,08;-168,5;278,8;-37,2
1650005184;-2,43;-16,33;177,8;7,20;-176,4;250,4;-44,8
1652965696;-2,39;-19,93;142,2;7,31;-173,9;224,6;-50,7
1655926208;-2,36;-23,63;113,7;7,39;-165,4;200,8;-55,5
1658886720;-2,31;-27,37;91,3;7,55;-155,7;180,5;-59,6
1661847232;-2,25;-31,09;73,9;7,76;-145,5;163,2;-63,1
1664807744;-2,21;-34,67;61,2;7,90;-135,4;148,6;-65,7
1667768256;-2,18;-38,37;51,2;8,01;-125,3;135,4;-67,8
1670728768;-2,12;-42,00;43,0;8,24;-116,7;124,3;-69,8
1673689280;-2,06;-45,68;36,4;8,45;-108,5;114,4;-71,5
1676649792;-2,03;-49,26;31,4;8,61;-101,1;105,9;-72,7
1679610304;-2,01;-52,86;27,6;8,68;-94,2;98,1;-73,7
1682570816;-1,99;-56,33;24,5;8,77;-88,2;91,5;-74,5
1685531328;-1,97;-59,95;21,8;8,86;-82,4;85,3;-75,2
1688491840;-1,96;-63,65;19,6;8,88;-77,0;79,5;-75,7
1691452352;-1,97;-67,32;17,9;8,86;-72,1;74,2;-76,1
1694412864;-2,00;-70,94;16,6;8,71;-67,5;69,5;-76,2
1697373376;-2,01;-74,76;15,2;8,70;-63,1;65,0;-76,4
1700333888;-2,02;-78,39;14,2;8,64;-59,3;61,0;-76,5
1703294400;-2,08;-82,15;13,6;8,38;-55,5;57,1;-76,3
1706254912;-2,11;-86,00;12,8;8,28;-52,0;53,5;-76,2
1709215424;-2,15;-89,90;12,1;8,14;-48,6;50,1;-76,0
1712175936;-2,16;-93,83;11,4;8,08;-45,4;46,9;-75,9
1715136448;-2,19;-97,84;10,9;7,96;-42,4;43,8;-75,5
1718096960;-2,23;-101,75;10,5;7,84;-39,6;40,9;-75,2
1721057472;-2,24;-105,66;10,0;7,79;-36,9;38,3;-74,8
1724017984;-2,26;-109,64;9,6;7,72;-34,4;35,7;-74,4
1726978496;-2,31;-113,69;9,4;7,57;-31,9;33,2;-73,6
1729939008;-2,28;-117,34;8,9;7,66;-29,7;31,0;-73,4
1732899520;-2,30;-121,19;8,6;7,61;-27,5;28,9;-72,6
1735860032;-2,32;-125,17;8,4;7,55;-25,4;26,7;-71,7
1738820544;-2,32;-128,80;8,1;7,54;-23,4;24,8;-70,9
1741781056;-2,33;-132,58;7,9;7,51;-21,5;22,9;-69,8
1744741568;-2,34;-136,38;7,7;7,48;-19,6;21,1;-68,5
1747702080;-2,34;-139,99;7,6;7,47;-17,8;19,4;-67,0
1750662592;-2,36;-143,57;7,5;7,40;-16,1;17,8;-65,1
1753623104;-2,36;-146,93;7,3;7,40;-14,6;16,3;-63,2
1756583616;-2,41;-150,58;7,4;7,26;-12,9;14,8;-60,2
1759544128;-2,42;-154,09;7,3;7,23;-11,3;13,4;-57,2
1762504640;-2,43;-157,35;7,2;7,19;-9,8;12,2;-53,6
1765465152;-2,48;-160,68;7,3;7,05;-8,3;11,1;-48,8
1768425664;-2,50;-163,97;7,3;6,99;-6,9;10,0;-43,4
1771386176;-2,54;-167,11;7,4;6,89;-5,5;9,2;-36,9
1774346688;-2,59;-170,53;7,5;6,75;-4,0;8,5;-28,5
1777307200;-2,62;-173,89;7,5;6,69;-2,6;7,9;-19,2
1780267712;-2,66;-176,93;7,6;6,59;-1,3;7,7;-9,8
1783228224;-2,71;179,95;7,7;6,46;0,0;7,7;0,1
1786188736;-2,74;176,63;7,8;6,39;1,4;8,0;10,4
1789149248;-2,79;173,56;8,0;6,29;2,7;8,4;19,0
1792109760;-2,83;170,33;8,1;6,19;4,1;9,1;26,9
1795070272;-2,87;167,01;8,3;6,10;5,5;10,0;33,7
1798030784;-2,90;164,10;8,4;6,04;6,8;10,8;38,8
1800991296;-2,96;160,74;8,7;5,93;8,2;12,0;43,5
1803951808;-2,96;157,53;8,8;5,93;9,6;13,0;47,7
1806912320;-3,03;154,40;9,1;5,80;11,0;14,3;50,6
1809872832;-3,04;151,18;9,2;5,76;12,4;15,5;53,4
1812833344;-3,06;148,07;9,4;5,74;13,8;16,7;55,8
1815793856;-3,09;145,13;9,6;5,68;15,2;18,0;57,6
1818754368;-3,16;141,91;10,0;5,56;16,6;19,4;58,9
1821714880;-3,17;138,79;10,3;5,54;18,1;20,8;60,5
1824675392;-3,15;135,82;10,4;5,57;19,5;22,1;62,0
1827635904;-3,18;132,78;10,7;5,52;21,0;23,6;63,0
1830596416;-3,20;129,88;11,0;5,49;22,4;25,0;63,9
1833556928;-3,19;126,80;11,3;5,50;24,0;26,5;64,8
1836517440;-3,20;123,80;11,6;5,49;25,6;28,1;65,6
1839477952;-3,19;120,95;11,9;5,51;27,1;29,6;66,4
1842438464;-3,21;118,05;12,3;5,47;28,7;31,2;66,8
1845398976;-3,22;115,43;12,7;5,45;30,1;32,7;67,2
1848359488;-3,20;112,64;13,0;5,48;31,7;34,3;67,8
1851320000;-3,22;109,74;13,5;5,45;33,4;36,1;68,0
1854280512;-3,17;106,72;13,8;5,53;35,3;37,9;68,7
1857241024;-3,22;104,04;14,4;5,46;37,0;39,7;68,7
1860201536;-3,23;101,10;15,1;5,43;38,9;41,7;68,8
1863162048;-3,24;98,43;15,7;5,42;40,6;43,6;68,9
1866122560;-3,28;95,76;16,5;5,37;42,4;45,5;68,8
1869083072;-3,30;93,04;17,3;5,33;44,3;47,6;68,7
1872043584;-3,30;90,24;18,1;5,33;46,4;49,8;68,7
1875004096;-3,34;87,34;19,2;5,27;48,6;52,2;68,5
1877964608;-3,36;84,43;20,3;5,24;50,9;54,7;68,3
1880925120;-3,39;81,63;21,5;5,18;53,1;57,3;68,0
1883885632;-3,42;78,83;22,8;5,14;55,4;60,0;67,6
1886846144;-3,46;75,67;24,5;5,09;58,2;63,1;67,1
1889806656;-3,50;72,56;26,4;5,03;61,0;66,4;66,6
1892767168;-3,52;69,58;28,3;5,01;63,8;69,8;66,1
1895727680;-3,54;66,35;30,6;4,98;67,1;73,7;65,5
1898688192;-3,56;63,10;33,3;4,95;70,5;77,9;64,7
1901648704;-3,56;59,88;36,1;4,95;74,2;82,5;64,1
1904609216;-3,57;56,72;39,4;4,93;77,8;87,2;63,1
1907569728;-3,59;53,37;43,4;4,90;81,9;92,7;62,1
1910530240;-3,58;49,95;47,8;4,93;86,5;98,8;61,0
1913490752;-3,56;46,69;52,8;4,94;91,1;105,3;59,9
1916451264;-3,55;43,46;58,5;4,97;95,9;112,3;58,6
1919411776;-3,54;40,00;65,8;4,98;101,1;120,6;56,9
1922372288;-3,51;36,78;73,6;5,02;106,2;129,3;55,3
1925332800;-3,47;33,50;83,0;5,08;111,8;139,3;53,4
1928293312;-3,44;30,30;94,1;5,11;116,7;149,9;51,1
1931253824;-3,42;26,95;108,0;5,14;121,0;162,1;48,3
1934214336;-3,40;23,57;124,7;5,17;124,0;175,9;44,8
1937174848;-3,36;20,29;143,9;5,24;125,9;191,2;41,2
1940135360;-3,36;17,01;165,9;5,23;122,3;206,1;36,4
1943095872;-3,35;13,74;190,2;5,25;114,2;221,8;31,0
1946056384;-3,35;10,32;216,1;5,25;97,9;237,3;24,4
1949016896;-3,34;6,96;239,4;5,26;73,5;250,4;17,1
1951977408;-3,34;3,43;257,2;5,27;39,1;260,2;8,6
1954937920;-3,36;0,14;261,9;5,24;1,6;261,9;0,3
1957898432;-3,34;-3,62;256,4;5,26;-41,0;259,7;-9,1
1960858944;-3,33;-7,22;238,6;5,28;-76,4;250,6;-17,8
1963819456;-3,34;-10,86;212,4;5,26;-101,6;235,4;-25,6
1966779968;-3,37;-14,50;184,0;5,21;-115,7;217,3;-32,2
1969740480;-3,34;-18,31;157,0;5,26;-125,0;200,7;-38,5
1972700992;-3,36;-21,98;133,6;5,24;-126,1;183,7;-43,4
1975661504;-3,37;-25,77;113,2;5,22;-123,8;167,7;-47,6
1978622016;-3,35;-29,64;95,8;5,26;-120,1;153,6;-51,4
1981582528;-3,33;-33,54;81,5;5,28;-114,7;140,7;-54,6
1984543040;-3,32;-37,48;69,8;5,30;-108,6;129,1;-57,3
1987503552;-3,29;-41,24;60,4;5,35;-102,9;119,3;-59,6
1990464064;-3,32;-44,54;54,2;5,30;-97,1;111,2;-60,8
1993424576;-3,24;-49,06;46,0;5,42;-91,0;101,9;-63,2
1996385088;-3,19;-52,96;40,3;5,50;-85,7;94,7;-64,8
1999345600;-3,13;-56,63;35,7;5,61;-81,0;88,5;-66,2
2002306112;-3,11;-60,45;32,0;5,65;-76,1;82,5;-67,2
2005266624;-3,06;-64,11;28,7;5,73;-71,8;77,4;-68,2
2008227136;-3,05;-67,63;26,3;5,76;-67,8;72,7;-68,8
2011187648;-3,04;-71,28;24,1;5,77;-63,9;68,3;-69,3
2014148160;-3,03;-74,80;22,3;5,79;-60,4;64,3;-69,7
2017108672;-3,02;-78,46;20,6;5,81;-56,9;60,5;-70,1
2020069184;-3,05;-82,07;19,4;5,76;-53,6;57,0;-70,1
2023029696;-3,02;-85,65;18,0;5,80;-50,6;53,7;-70,4
2025990208;-3,05;-89,32;17,0;5,76;-47,6;50,6;-70,3
2028950720;-3,01;-92,86;15,9;5,82;-45,0;47,7;-70,5
2031911232;-3,05;-96,35;15,3;5,75;-42,4;45,0;-70,2
2034871744;-3,10;-99,68;14,8;5,66;-40,0;42,6;-69,7
2037832256;-3,14;-103,11;14,3;5,60;-37,7;40,3;-69,2
2040792768;-3,15;-106,54;13,7;5,57;-35,5;38,0;-68,8
2043753280;-3,11;-110,25;13,0;5,64;-33,2;35,7;-68,7
2046713792;-3,22;-113,55;12,9;5,46;-31,2;33,8;-67,5
2049674304;-3,24;-117,42;12,5;5,42;-29,0;31,6;-66,7
2052634816;-3,26;-121,08;12,1;5,39;-27,0;29,6;-65,8
2055595328;-3,28;-124,64;11,8;5,36;-25,1;27,7;-64,8
2058555840;-3,32;-128,10;11,6;5,29;-23,3;26,0;-63,5
2061516352;-3,35;-131,72;11,4;5,24;-21,4;24,3;-62,1
2064476864;-3,40;-135,20;11,2;5,17;-19,7;22,7;-60,3
2067437376;-3,40;-138,85;11,0;5,18;-18,0;21,1;-58,6
2070397888;-3,44;-142,47;10,8;5,12;-16,3;19,6;-56,3
2073358400;-3,46;-145,92;10,7;5,09;-14,7;18,2;-53,9
2076318912;-3,47;-149,40;10,6;5,08;-13,1;16,8;-51,2
2079279424;-3,47;-152,53;10,4;5,08;-11,7;15,7;-48,4
2082239936;-3,50;-156,01;10,4;5,04;-10,2;14,5;-44,5
2085200448;-3,50;-159,66;10,2;5,03;-8,6;13,4;-40,0
2088160960;-3,48;-162,91;10,1;5,07;-7,2;12,4;-35,6
2091121472;-3,47;-166,17;10,0;5,08;-5,8;11,6;-30,3
2094081984;-3,45;-169,36;9,9;5,10;-4,5;10,8;-24,4
2097042496;-3,46;-172,55;9,9;5,09;-3,1;10,4;-17,6
2100003008;-3,44;-175,58;9,8;5,12;-1,9;10,0;-10,7
2102963520;-3,41;-178,51;9,7;5,15;-0,6;9,7;-3,7
2105924032;-3,42;178,41;9,7;5,15;0,7;9,7;3,9
2108884544;-3,42;175,20;9,7;5,15;2,0;9,9;11,7
2111845056;-3,42;172,35;9,8;5,14;3,2;10,3;18,2
2114805568;-3,43;169,43;9,8;5,13;4,4;10,8;24,4
2117766080;-3,43;166,65;9,9;5,13;5,6;11,4;29,7
2120726592;-3,42;163,92;9,9;5,14;6,8;12,0;34,4
2123687104;-3,45;161,02;10,1;5,11;8,0;12,9;38,6
2126647616;-3,48;158,22;10,2;5,05;9,2;13,8;42,0
2129608128;-3,48;155,22;10,3;5,06;10,5;14,8;45,5
2132568640;-3,51;152,53;10,5;5,02;11,7;15,7;48,0
2135529152;-3,53;149,69;10,7;4,98;13,0;16,8;50,4
2138489664;-3,56;146,69;11,0;4,95;14,3;18,0;52,5
2141450176;-3,61;143,96;11,3;4,89;15,5;19,2;54,0
2144410688;-3,64;141,21;11,6;4,84;16,8;20,4;55,4
2147371200;-3,67;138,31;11,9;4,80;18,1;21,6;56,8
2150331712;-3,70;135,67;12,1;4,77;19,3;22,8;57,9
2153292224;-3,69;132,57;12,4;4,78;20,8;24,2;59,3
2156252736;-3,71;129,80;12,7;4,76;22,2;25,6;60,2
2159213248;-3,74;126,69;13,1;4,72;23,7;27,1;61,0
2162173760;-3,72;123,97;13,4;4,74;25,1;28,4;62,0
2165134272;-3,74;121,14;13,8;4,72;26,6;29,9;62,6
2168094784;-3,73;118,27;14,1;4,73;28,1;31,4;63,3
2171055296;-3,72;115,39;14,5;4,74;29,7;33,0;63,9
2174015808;-3,68;112,63;14,8;4,79;31,3;34,6;64,7
2176976320;-3,67;109,72;15,2;4,80;33,0;36,3;65,2
2179936832;-3,65;107,19;15,6;4,83;34,5;37,9;65,6
2182897344;-3,64;104,48;16,1;4,84;36,1;39,6;66,0
2185857856;-3,62;101,90;16,6;4,87;37,8;41,3;66,3
2188818368;-3,63;99,22;17,2;4,85;39,5;43,1;66,4
2191778880;-3,59;96,88;17,6;4,91;41,1;44,8;66,8
2194739392;-3,56;94,22;18,2;4,95;43,0;46,7;67,1
2197699904;-3,56;91,70;18,9;4,95;44,8;48,6;67,1
2200660416;-3,53;89,21;19,5;4,99;46,7;50,6;67,3
2203620928;-3,53;86,48;20,4;4,99;48,8;52,9;67,3
2206581440;-3,55;83,91;21,5;4,96;50,8;55,2;67,1
2209541952;-3,55;81,54;22,4;4,96;52,8;57,3;67,0
2212502464;-3,58;79,01;23,7;4,92;54,8;59,7;66,6
2215462976;-3,61;76,34;25,1;4,88;57,1;62,3;66,3
2218423488;-3,64;73,38;26,8;4,84;59,7;65,4;65,8
2221384000;-3,63;70,71;28,4;4,85;62,2;68,4;65,5
2224344512;-3,65;68,00;30,3;4,83;64,8;71,5;65,0
2227305024;-3,64;65,08;32,3;4,85;67,9;75,2;64,6
2230265536;-3,68;62,26;34,9;4,79;70,7;78,9;63,7
2233226048;-3,68;59,35;37,6;4,79;74,0;83,0;63,1
2236186560;-3,69;56,35;40,7;4,77;77,4;87,5;62,2
2239147072;-3,68;53,30;44,2;4,80;81,3;92,5;61,5
2242107584;-3,67;50,34;48,1;4,81;85,1;97,8;60,6
2245068096;-3,64;47,31;52,4;4,85;89,5;103,7;59,6
2248028608;-3,61;44,03;58,0;4,88;94,3;110,7;58,4
2250989120;-3,59;41,01;64,0;4,91;98,8;117,8;57,1
2253949632;-3,58;37,99;71,1;4,93;103,3;125,4;55,5
2256910144;-3,54;34,97;79,1;4,98;108,3;134,1;53,9
2259870656;-3,51;31,71;89,4;5,02;113,3;144,4;51,7
2262831168;-3,47;28,75;100,5;5,07;117,8;154,8;49,5
2265791680;-3,45;25,67;114,1;5,11;121,4;166,6;46,8
2268752192;-3,41;22,67;129,7;5,16;124,1;179,5;43,8
2271712704;-3,39;19,56;148,5;5,19;124,2;193,6;39,9
2274673216;-3,38;16,43;169,8;5,21;120,5;208,2;35,4
2277633728;-3,31;13,40;193,7;5,30;114,8;225,2;30,7
2280594240;-3,30;10,35;217,8;5,33;100,6;239,9;24,8
2283554752;-3,27;7,20;242,4;5,38;79,0;254,9;18,0
2286515264;-3,25;3,76;262,3;5,40;44,9;266,1;9,7
2289475776;-3,26;0,64;269,6;5,40;7,8;269,7;1,7
2292436288;-3,24;-2,52;267,4;5,42;-30,8;269,2;-6,6
2295396800;-3,29;-5,92;249,1;5,35;-66,4;257,8;-14,9
2298357312;-3,27;-9,16;228,3;5,38;-94,3;247,0;-22,5
2301317824;-3,25;-12,66;201,3;5,41;-115,3;232,0;-29,8
2304278336;-3,26;-16,17;173,4;5,40;-125,8;214,2;-36,0
2307238848;-3,27;-19,55;149,0;5,38;-129,5;197,4;-41,0
2310199360;-3,29;-23,37;125,4;5,34;-128,2;179,4;-45,6
2313159872;-3,27;-26,96;106,8;5,37;-125,6;164,9;-49,6
2316120384;-3,27;-30,53;91,6;5,38;-120,8;151,6;-52,8
2319080896;-3,24;-34,30;78,1;5,42;-115,3;139,3;-55,9
2322041408;-3,26;-38,39;66,8;5,39;-108,0;127,0;-58,3
2325001920;-3,21;-42,05;57,9;5,47;-102,5;117,7;-60,5
2327962432;-3,19;-45,99;50,3;5,50;-96,3;108,6;-62,4
2330922944;-3,21;-49,67;44,8;5,48;-90,4;100,9;-63,7
2333883456;-3,15;-53,54;39,3;5,57;-85,1;93,8;-65,2
2336843968;-3,11;-57,46;34,7;5,64;-80,0;87,2;-66,5
2339804480;-3,06;-61,47;30,7;5,73;-75,1;81,1;-67,7
2342764992;-3,03;-64,88;28,0;5,78;-71,1;76,4;-68,5
2345725504;-3,00;-68,71;25,3;5,85;-66,8;71,4;-69,3
2348686016;-2,94;-72,56;22,7;5,97;-62,9;66,9;-70,1
